id_pedido,dt_pedido,fl_ketchup,desc_uf,txt_recado
730,2023-05-24,FALSE,RS,Por enquanto não. :D
731,2023-05-24,FALSE,PR,null
732,2023-05-24,FALSE,MG,Por favor mandar um abraço para o meu amigo Fazueli
733,2023-05-24,FALSE,SP,Massa bem assada por favor e inserir no menu de opções borda doce aka chocolate!
734,2023-05-24,FALSE,SC,Não esqueça o molho de tomate!
735,2023-05-24,FALSE,SP,null
736,2023-05-24,FALSE,SP,null
737,2023-05-24,TRUE,RN,null
738,2023-05-24,TRUE,SP,null
739,2023-05-24,FALSE,AL,Pq pepperoni está em primeiro lugar na lista de ingredientes? kkkkkk
740,2023-05-24,FALSE,SP,null
741,2023-05-24,FALSE,SP,null
742,2023-05-24,FALSE,AL,null
743,2023-05-24,TRUE,PA,null
744,2023-05-24,TRUE,RS,Boa sorte!!
745,2023-05-24,TRUE,SC,null
746,2023-05-24,TRUE,SP,null
747,2023-05-24,TRUE,RJ,null
748,2023-05-24,TRUE,MG,null
749,2023-05-24,TRUE,SP,Bolsonaro na cadeia!
750,2023-05-24,FALSE,PE,null
751,2023-05-24,FALSE,SP,null
752,2023-05-24,TRUE,MG,Em busca do top 1 fã e Discípulo do Teo e ser aluno linuxtips
753,2023-05-24,TRUE,MG,No ponto!
754,2023-05-24,FALSE,RJ,null
755,2023-05-24,FALSE,SE,null
756,2023-05-24,FALSE,SP,null
757,2023-05-24,FALSE,MG,null
758,2023-05-24,FALSE,SP,null
759,2023-05-24,TRUE,SC,null
760,2023-05-24,FALSE,RS,Capricha no queijo!
761,2023-05-24,FALSE,CE,You rock!
762,2023-05-24,TRUE,MG,Gostaria de uma pizza de cupim ao alho mas nao achei os ingrediente :(
763,2023-05-24,TRUE,SP,Por favor agilize a fabricação pois estou com fome!!!!! Obrigada :)
764,2023-05-24,FALSE,SP,null
765,2023-05-24,FALSE,SP,Jeff me beija
766,2023-05-24,FALSE,RN,null
767,2023-05-24,TRUE,PE,Vocês são FODAS! ❤️
768,2023-05-24,FALSE,PR,Caaapricha chefia!
769,2023-05-24,FALSE,RS,null
770,2023-05-24,FALSE,SP,Vcs são os caras
771,2023-05-24,TRUE,BA,null
772,2023-05-24,TRUE,RS,null
773,2023-05-24,TRUE,MG,Capricha nos ingredientes que o boi é grande!
774,2023-05-24,TRUE,CE,null
775,2023-05-24,FALSE,SC,null
776,2023-05-24,FALSE,PR,null
777,2023-05-24,TRUE,SP,null
778,2023-05-24,TRUE,SC,null
779,2023-05-24,FALSE,RS,null
780,2023-05-24,FALSE,SP,Desenha um goku na caixa da pizz
781,2023-05-24,FALSE,MG,null
782,2023-05-24,FALSE,SP,Mãe eu to ao vivo na twitch.tv/teomewhy
783,2023-05-24,FALSE,RS,Capricha no queijo!
784,2023-05-24,TRUE,SP,null
785,2023-05-24,FALSE,SP,null
786,2023-05-24,FALSE,RJ,null
787,2023-05-24,TRUE,RS,Baita conteudooooo!
788,2023-05-24,TRUE,PR,null
789,2023-05-24,TRUE,PE,null
790,2023-05-24,FALSE,SP,null
791,2023-05-24,FALSE,PR,null
792,2023-05-24,FALSE,RJ,Continuem com esse trabalho sensacional a comunidade agradece!
793,2023-05-24,TRUE,GO,null
794,2023-05-24,FALSE,PR,null
795,2023-05-24,TRUE,ES,null
796,2023-05-24,TRUE,PR,null
797,2023-05-24,FALSE,RS,Vou querer uma fatia da pizza na hora da aula!
798,2023-05-24,TRUE,PR,null
799,2023-05-24,FALSE,PB,null
800,2023-05-24,FALSE,PB,null
801,2023-05-24,TRUE,RJ,null
802,2023-05-24,FALSE,SC,Quero pizza vegan!
803,2023-05-24,TRUE,SP,null
804,2023-05-24,TRUE,BA,null
805,2023-05-24,TRUE,SP,Vocês são fodas!
806,2023-05-24,FALSE,PE,Seria massa jantar essa pizza hoje! S2
807,2023-05-24,TRUE,SP,select * from cad_pizza p where p.pizza=‘frango especial’
808,2023-05-24,TRUE,RJ,null
809,2023-05-24,FALSE,SP,null
810,2023-05-24,FALSE,SP,Azeitona preta por favor.
811,2023-05-24,FALSE,RJ,Faltou uma opção pra quem não mora no Brasil
812,2023-05-24,TRUE,RJ,null
813,2023-05-24,FALSE,SP,Também sou calvo! #TodosCalvos
814,2023-05-24,FALSE,SP,null
815,2023-05-24,FALSE,SP,null
816,2023-05-24,FALSE,PE,Seria massa jantar essa pizza hoje! S2
817,2023-05-24,TRUE,SP,null
818,2023-05-24,TRUE,BA,Capricha no recheio campeão!!!
819,2023-05-24,TRUE,RJ,null
820,2023-05-24,FALSE,SP,Bonde da Pizza de SQL!
821,2023-05-24,TRUE,PR,null
822,2023-05-24,TRUE,ES,Trás um azeite também
823,2023-05-24,TRUE,BA,Capricha
824,2023-05-24,TRUE,RN,"Adicionar borda de Chocolate!! \o/ Vcs são fod@h!! Obrigado por mais um projeto e por fortalecer a comunidade!! 🐧"""
825,2023-05-24,TRUE,MG,null
826,2023-05-24,TRUE,MG,Capricha no queijo Brie!
827,2023-05-24,TRUE,PE,Não tem combinação melhor!
828,2023-05-24,TRUE,SP,Bem assada pfv. E pede para o motoboy não chamar a moto no grau
829,2023-05-24,TRUE,SP,"Obrigado por contribuírem com uma ""fatia de pizza"" tão vasta quanto a de vocês!"
830,2023-05-24,TRUE,PE,null
831,2023-05-24,FALSE,SP,null
832,2023-05-24,TRUE,PB,null
833,2023-05-24,FALSE,DF,Quero ver o resultado hehehehe
834,2023-05-24,TRUE,RJ,null
835,2023-05-24,TRUE,PE,Faz o Bond SQL
836,2023-05-24,TRUE,MG,null
837,2023-05-24,FALSE,SP,Calabresa e bacon bem passados por favor (;
838,2023-05-24,FALSE,SP,null
839,2023-05-24,FALSE,PR,null
840,2023-05-24,TRUE,SP,Que a entrega seja rápida! Por favor!
841,2023-05-24,FALSE,DF,E olha só hein?
842,2023-05-24,TRUE,SP,Vaiiiiii
843,2023-05-24,TRUE,PR,Vocês são lindos
844,2023-05-24,TRUE,GO,Primeira vez pedindo pizza
845,2023-05-24,FALSE,SP,null
846,2023-05-24,TRUE,RN,Capriche!!!!
847,2023-05-24,TRUE,SP,null
848,2023-05-24,FALSE,PR,Meu marido queria uma de quatro queijos mas eu não quero. Será que ceis podem dizer que veio essa por engano?
849,2023-05-24,TRUE,SP,continuem com o incrível trabalho de vocês formando cada vez mais pizzaiolos ;D
850,2023-05-24,TRUE,MG,null
851,2023-05-24,TRUE,MG,Sem cebola por favor
852,2023-05-24,FALSE,SP,null
853,2023-05-24,TRUE,GO,null
854,2023-05-24,FALSE,MG,null
855,2023-05-24,FALSE,PR,Vocês são fod# demais!!
856,2023-05-24,FALSE,RJ,Prazo de entrega é importante!
857,2023-05-24,FALSE,SP,null
858,2023-05-24,FALSE,SP,null
859,2023-05-24,FALSE,SP,null
860,2023-05-24,TRUE,MT,Moda da Casa no adicional por favor 🤩
861,2023-05-24,FALSE,SP,Um salve da basedosdados.org
862,2023-05-24,FALSE,PE,faltou um queijo vegano :(
863,2023-05-24,FALSE,SP,Continuem fazendo o que fazem com amor
864,2023-05-24,FALSE,SP,Amassa no catupiry!
865,2023-05-24,FALSE,SP,null
866,2023-05-24,FALSE,RR,Manda um salve pro Prof. Cuca Beludo
867,2023-05-24,TRUE,DF,Vcs são zica!!
868,2023-05-24,FALSE,SP,null
869,2023-05-24,FALSE,SP,Vocês são incríveis!!
870,2023-05-24,TRUE,SP,Forte abraço meus queridos!
871,2023-05-24,FALSE,SP,Bootcamp de machine learning!
872,2023-05-24,TRUE,SC,Olha essa pizzaria tem nada vegano decepcionado mas já to aqui né ahahahaha
873,2023-05-24,FALSE,SP,null
874,2023-05-24,TRUE,DF,Vocês são top d+
875,2023-05-24,FALSE,SP,Queria saber o que dá com este questionario
876,2023-05-24,TRUE,MG,Vamos combinar pizza e cervejinha
877,2023-05-24,TRUE,DF,null
878,2023-05-24,FALSE,SP,null
879,2023-05-24,TRUE,AM,Salve vcs são zica demais abraço!!!
880,2023-05-24,FALSE,PR,O molho de tomate está incluso? :s
881,2023-05-24,FALSE,SP,Caprichado  como sempre
882,2023-05-24,FALSE,RS,Quero cortada em 8 pedaços!
883,2023-05-24,FALSE,SP,Aguardando a pizza ansiosamente!
884,2023-05-24,TRUE,RO,Entregar a pizza quentinha no capricho!
885,2023-05-24,FALSE,SP,null
886,2023-05-24,TRUE,SP,"O Téo pode ser calvo a pizza não! Capricha no recheio ai!"""
887,2023-05-24,TRUE,PR,null
888,2023-05-24,FALSE,SP,null
889,2023-05-24,TRUE,SP,null
890,2023-05-24,FALSE,BA,null
891,2023-05-24,FALSE,ES,null
892,2023-05-24,TRUE,BA,Venham para o Devops Days Salvador bjo
893,2023-05-24,TRUE,GO,Vaiiiii!! Sucesso sempre!
894,2023-05-24,FALSE,SP,null
895,2023-05-24,TRUE,MG,null
896,2023-05-24,FALSE,SE,null
897,2023-05-24,FALSE,CE,null
898,2023-05-24,FALSE,PR,#vai
899,2023-05-24,TRUE,RJ,CAPRICHEM!!
900,2023-05-24,TRUE,CE,null
901,2023-05-24,FALSE,RJ,null
902,2023-05-24,TRUE,SP,null
903,2023-05-24,FALSE,RJ,Fiquei com vontade de comer pizza agora : (
904,2023-05-24,FALSE,SP,null
905,2023-05-24,TRUE,RJ,null
906,2023-05-24,FALSE,PR,null
907,2023-05-24,FALSE,SP,Capricha no recheio!
908,2023-05-24,FALSE,SP,"INSERT INTO LINUX_TIPS.LIVE_SQL VALUES (""Muito sucesso!"" ""Iniciativa show de bola"" ""VAI!"")"
909,2023-05-24,TRUE,RJ,Muito obrigado pela oportunidade!!
910,2023-05-24,TRUE,SP,null
911,2023-05-24,FALSE,SP,Pizza monstruosa meus caros
912,2023-05-24,FALSE,SP,null
913,2023-05-24,TRUE,CE,Vocês são Demais!!!!! #vai !!!!!!!!!!
914,2023-05-24,FALSE,GO,Vamos!
915,2023-05-24,FALSE,SP,Poderia ter pizza quadrada ? kkkk valeu mestres
916,2023-05-24,TRUE,MG,Espero que a Live seja proveitosa... UpUpUp!!!
917,2023-05-24,TRUE,CE,Cerveja IPA
918,2023-05-24,FALSE,SP,"Iniciando a jornada com essa aula sou 100% leigo sobre o tema. Espero aprender e gostar do tema."""
919,2023-05-24,FALSE,SP,null
920,2023-05-24,TRUE,DF,null
921,2023-05-24,FALSE,RJ,Manda mostarda!!
922,2023-05-24,FALSE,RS,Faltou coração de frango nos ingredientes (é clássico aqui no RS)
923,2023-05-24,TRUE,RJ,null
924,2023-05-24,TRUE,SP,Faltou batata frita nos ingredientes - pizza de batata frita é a melhor
925,2023-05-24,FALSE,MG,null
926,2023-05-24,FALSE,SP,null
927,2023-05-24,TRUE,DF,Sem cebola
928,2023-05-24,TRUE,BA,VAAAAAAAAI
929,2023-05-24,TRUE,SP,Obrigada por ensinarem!
930,2023-05-24,FALSE,SC,VAAAAAIIII
931,2023-05-24,TRUE,SP,Capricha na uva passa! =D
932,2023-05-24,TRUE,RS,null
933,2023-05-24,TRUE,SP,null
934,2023-05-24,TRUE,PE,null
935,2023-05-24,TRUE,PR,null
936,2023-05-24,TRUE,AL,null
937,2023-05-24,FALSE,RJ,null
938,2023-05-24,TRUE,PR,Topppppp
939,2023-05-24,TRUE,SP,Capricha na massa fina e deliciosa!
940,2023-05-24,FALSE,SP,null
941,2023-05-24,TRUE,MA,Manda uma pizzazinha pra mim
942,2023-05-24,TRUE,MG,null
943,2023-05-24,FALSE,GO,Mama mia!!
944,2023-05-24,FALSE,SP,null
945,2023-05-24,TRUE,MG,null
946,2023-05-24,TRUE,MS,null
947,2023-05-24,TRUE,SP,Vocês São F.......%$@
948,2023-05-24,TRUE,SP,null
949,2023-05-24,TRUE,BA,null
950,2023-05-24,FALSE,PE,null
951,2023-05-24,FALSE,DF,null
952,2023-05-24,TRUE,PB,null
953,2023-05-24,TRUE,CE,#TMJ
954,2023-05-24,FALSE,RJ,Azeita!
955,2023-05-24,TRUE,PE,null
956,2023-05-24,FALSE,CE,null
957,2023-05-24,TRUE,CE,null
958,2023-05-24,TRUE,MA,null
959,2023-05-24,TRUE,CE,Muito massa o trabalho que vocês fazem! Obrigada!!!
960,2023-05-24,FALSE,SP,Exagere no bacon
961,2023-05-24,TRUE,GO,null
962,2023-05-24,TRUE,CE,null
963,2023-05-24,TRUE,GO,Parabéns por proporem isso para a comunidade vai ajudar muita gente!!
964,2023-05-24,FALSE,SP,null
965,2023-05-24,FALSE,SP,Capricha ai meus manos hahahaha vlwww
966,2023-05-24,TRUE,MG,null
967,2023-05-24,FALSE,SP,Cerveja estupidamente gelada por favor!
968,2023-05-24,TRUE,SP,null
969,2023-05-24,FALSE,SP,null
970,2023-05-24,TRUE,DF,null
971,2023-05-24,TRUE,SP,Podemos batizar a pizza de outlier vegetariano?
972,2023-05-24,TRUE,SP,null
973,2023-05-24,FALSE,SP,senti falta de alguns ingredientes p.e: frango champignon
974,2023-05-24,TRUE,RS,Vocês são fera demais!
975,2023-05-24,TRUE,RJ,Jeff tu é o cara! Téo conheci agora mas é brabo d+
976,2023-05-24,FALSE,CE,null
977,2023-05-24,FALSE,SP,só #VAIIIIIIII
978,2023-05-24,TRUE,PR,Aula muito detalhada e completa!!! #VAAIII
979,2023-05-24,FALSE,PI,Faltou a borda de chocolate. Assim dá pra pedir uma pizza salgado com borda de chocolate para a sobremesa :p
980,2023-05-24,TRUE,MG,CÊS SÃO F*DA! BRIGADA POR TUDO SEMPRE
981,2023-05-24,FALSE,SP,não deixa queimar
982,2023-05-24,FALSE,SP,null
983,2023-05-24,FALSE,SP,Obrigado!
984,2023-05-24,FALSE,SP,null
985,2023-05-24,TRUE,GO,null
986,2023-05-24,FALSE,MS,null
987,2023-05-24,TRUE,RN,null
988,2023-05-24,FALSE,SP,null
989,2023-05-24,FALSE,MG,null
990,2023-05-24,FALSE,SP,null
991,2023-05-24,TRUE,MA,null
992,2023-05-24,TRUE,RS,null
993,2023-05-24,TRUE,SP,null
994,2023-05-24,TRUE,PE,null
995,2023-05-24,TRUE,RN,null
996,2023-05-24,TRUE,AL,null
997,2023-05-24,FALSE,DF,Se possível adicionar Manjericão!
998,2023-05-24,TRUE,SC,Sabe muito! 🙅🏽‍♂️
999,2023-05-24,TRUE,CE,Otimo evento
1000,2023-05-24,FALSE,PR,Expectativa para a aula
1001,2023-05-24,TRUE,SP,VAIII
1002,2023-05-24,FALSE,MG,Excelente pizza a todos nós
1003,2023-05-24,TRUE,PE,null
1004,2023-05-24,FALSE,PE,Arrocha o nó!
1005,2023-05-24,TRUE,PB,É noiz
1006,2023-05-24,TRUE,PA,null
1007,2023-05-24,FALSE,SP,Não
1008,2023-05-24,FALSE,BA,null
1009,2023-05-24,FALSE,AP,null
1010,2023-05-24,FALSE,SC,Hoje tem gol do ribamar
1011,2023-05-24,FALSE,SP,Top!
1012,2023-05-24,FALSE,BA,Não
1013,2023-05-24,FALSE,RJ,TMJ
1014,2023-05-24,TRUE,MG,Primeira aula
1015,2023-05-24,FALSE,RJ,null
1016,2023-05-24,FALSE,RJ,To com fome!
1017,2023-05-24,FALSE,MA,Capricha meu lindo!
1018,2023-05-24,FALSE,SP,null
1019,2023-05-24,TRUE,PR,null
1020,2023-05-24,TRUE,DF,null
1021,2023-05-24,FALSE,SP,Capricha
1022,2023-05-24,FALSE,SP,null
1023,2023-05-24,TRUE,SP,null
1024,2023-05-24,TRUE,SP,Não já acabou a live :v
1025,2023-05-24,FALSE,SP,Capricha
1026,2023-05-24,FALSE,SP,null
1027,2023-05-24,FALSE,SP,Amigos faltou incluir manjericão na lista de ingredientes. Sem ele não deu pra eu montar a pizza perfeita: Marguerita!
1028,2023-05-24,TRUE,SC,foi top!!
1029,2023-05-24,FALSE,SC,null
1030,2023-05-24,TRUE,SP,null
1031,2023-05-24,TRUE,CE,Vocês São Demais!!! #VAI !!!!!!
1032,2023-05-24,FALSE,SP,Obrigada por passar conhecimento de qualidade e forma gratuita!
1033,2023-05-24,FALSE,SP,vai!
1034,2023-05-24,TRUE,RJ,null
1035,2023-05-24,FALSE,SP,null
1036,2023-05-24,TRUE,ES,SQL na Veia!!!
1037,2023-05-24,TRUE,PA,I'm hungry!!!
1038,2023-05-24,FALSE,MA,Vou ser um ciêntista de dados
1039,2023-05-24,FALSE,PA,null
1040,2023-05-24,TRUE,SP,null
1041,2023-05-24,FALSE,SP,Cadê o catupiry?
1042,2023-05-24,TRUE,MG,Adicional de uva passa por favor
1043,2023-05-24,FALSE,ES,Opa
1044,2023-05-24,FALSE,SP,null
1045,2023-05-24,TRUE,RS,voces sao demais ajudam muitas pessoas
1046,2023-05-24,FALSE,SP,Onde é essa live?
1047,2023-05-24,FALSE,SP,null
1048,2023-05-24,TRUE,MG,XDD espero aprender bastante com os pizzaiolo
1049,2023-05-24,FALSE,SP,null
1050,2023-05-24,FALSE,SP,No capricho!
1051,2023-05-25,FALSE,RS,São tops
1052,2023-05-25,TRUE,BA,null
1053,2023-05-25,TRUE,MG,Obrigada! Vocês são demais!!!
1054,2023-05-25,FALSE,PE,Gooooooo
1055,2023-05-25,TRUE,PE,null
1056,2023-05-25,TRUE,PI,null
1057,2023-05-25,TRUE,RJ,null
1058,2023-05-25,TRUE,RJ,null
1059,2023-05-25,TRUE,SP,Muito azeite na hora de deployar
1060,2023-05-25,FALSE,SP,null
1061,2023-05-25,FALSE,SP,A pizza é feita em forno a lenha?
1062,2023-05-25,TRUE,ES,null
1063,2023-05-25,FALSE,SP,null
1064,2023-05-25,TRUE,TO,null
1065,2023-05-25,FALSE,PR,Mão na massa!
1066,2023-05-25,FALSE,SP,Vocês são do CRLH!! :-) *Poderia rolar uma massa de fermentação longa!! Grande abraço!
1067,2023-05-25,FALSE,RJ,null
1068,2023-05-25,FALSE,SP,Entrega em 1h ou a pizza sai de graça! Topam?
1069,2023-05-25,TRUE,RJ,null
1070,2023-05-25,FALSE,PR,null
1071,2023-05-25,FALSE,SP,null
1072,2023-05-25,TRUE,ES,Hmmm pizza gostosa
1073,2023-05-25,FALSE,ES,null
1074,2023-05-25,FALSE,MG,null
1075,2023-05-25,TRUE,BA,Caprichaaaaa hahah
1076,2023-05-25,FALSE,SP,cadê o molho de tomateeeeee
1077,2023-05-25,TRUE,BA,Parabéns pela iniciativa! :)
1078,2023-05-25,TRUE,CE,Tamo Junto..
1079,2023-05-25,FALSE,DF,#VAIII
1080,2023-05-25,TRUE,SE,null
1081,2023-05-25,FALSE,SP,null
1082,2023-05-25,FALSE,SP,null
1083,2023-05-25,TRUE,GO,Admiro de mais vocês.
1084,2023-05-25,TRUE,BA,null
1085,2023-05-25,FALSE,RJ,null
1086,2023-05-25,TRUE,SP,null
1087,2023-05-25,FALSE,SC,Aceita Pix? Muita boa a idéia!
1088,2023-05-25,FALSE,BA,null
1089,2023-05-25,TRUE,BA,null
1090,2023-05-25,FALSE,RO,null
1091,2023-05-25,TRUE,MG,Falso Calvo
1092,2023-05-25,FALSE,RO,null
1093,2023-05-25,TRUE,SP,null
1094,2023-05-25,FALSE,SP,Massa bem assada
1095,2023-05-25,FALSE,GO,Capricha no recheio!
1096,2023-05-25,TRUE,SC,Keep doing the great work
1097,2023-05-25,FALSE,PR,null
1098,2023-05-25,FALSE,PR,Obrigado por tudo caras!!
1099,2023-05-25,TRUE,MG,null
1100,2023-05-25,TRUE,RJ,null
1101,2023-05-25,TRUE,SE,Esse formulário deu fome no meio do expediente! Como faço pra codar agora???
1102,2023-05-25,FALSE,SP,null
1103,2023-05-25,FALSE,SP,Bastante queijo
1104,2023-05-25,TRUE,SP,null
1105,2023-05-25,FALSE,SP,Favor deixar a massa crocante e lave as mãos.